Objects,Architecture,Effects,Resolution,Time
260000,GPU,AA-xx-RE,1920x1080,509.86
65000,APU,AA-TR-xx,1920x1080,44.36
4000,GPU,AA-xx-RE,1280x720,13.54
16000,APU,xx-TR-xx,1920x1080,8.36
4000,APU,AA-xx-RE,1280x720,10.46
260000,GPU,AA-TR-xx,1440x900,371.44
16000,CPU,AA-TR-RE,1920x1080,156.11
16000,CPU,xx-TR-xx,1920x1080,21.02
4000,CPU,xx-TR-xx,1440x900,8.95
4000,CPU,xx-TR-RE,1440x900,10.71
260000,GPU,xx-xx-xx,1280x720,40.03
16000,APU,AA-TR-RE,1280x720,43.57
65000,GPU,AA-TR-xx,1920x1080,137.87
260000,APU,AA-xx-RE,1440x900,101.55
65000,GPU,AA-TR-xx,1920x1080,137.82
4000,GPU,xx-xx-xx,1920x1080,2.51
260000,APU,AA-TR-RE,1280x720,194.91
1000,CPU,AA-TR-xx,1280x720,18.06
4000,GPU,xx-TR-xx,1920x1080,4.33
16000,GPU,AA-TR-RE,1920x1080,159.39
65000,GPU,xx-TR-RE,1440x900,76.50
16000,CPU,xx-xx-RE,1920x1080,18.24
4000,APU,AA-TR-RE,1920x1080,24.63
4000,CPU,xx-xx-xx,1920x1080,8.21
1000,APU,AA-xx-RE,1920x1080,8.10
1000,CPU,AA-xx-RE,1280x720,16.38
260000,GPU,AA-xx-RE,1280x720,352.44
1000,CPU,xx-TR-RE,1920x1080,5.88
65000,CPU,AA-TR-xx,1440x900,137.42
260000,CPU,xx-TR-RE,1280x720,81.34
16000,CPU,AA-TR-xx,1280x720,65.51
65000,APU,AA-xx-xx,1440x900,19.27
65000,GPU,AA-TR-RE,1920x1080,456.78
260000,CPU,xx-xx-xx,1280x720,37.35
1000,CPU,xx-xx-xx,1440x900,4.03
1000,APU,AA-TR-xx,1920x1080,7.96
1000,CPU,xx-xx-RE,1280x720,3.35
4000,APU,xx-TR-RE,1920x1080,7.35
260000,CPU,AA-xx-RE,1920x1080,366.05
1000,CPU,AA-TR-RE,1440x900,24.04
260000,GPU,xx-xx-RE,1920x1080,103.67
260000,APU,xx-TR-xx,1920x1080,22.35
16000,CPU,xx-xx-RE,1920x1080,18.18
1000,CPU,xx-xx-xx,1440x900,3.99
1000,GPU,AA-xx-RE,1280x720,4.63
1000,GPU,AA-TR-xx,1280x720,5.13
65000,GPU,AA-xx-xx,1920x1080,68.73
16000,APU,AA-TR-RE,1920x1080,65.58
65000,GPU,xx-xx-xx,1440x900,12.37
65000,CPU,xx-TR-RE,1920x1080,59.26
16000,CPU,AA-TR-RE,1920x1080,156.09
4000,APU,xx-xx-xx,1920x1080,5.06
1000,GPU,AA-TR-RE,1920x1080,8.39
16000,CPU,xx-xx-RE,1920x1080,18.09
16000,APU,xx-xx-RE,1280x720,5.97
260000,CPU,AA-TR-xx,1920x1080,381.77
260000,CPU,AA-TR-RE,1280x720,402.39
16000,CPU,AA-xx-xx,1280x720,37.25
260000,CPU,xx-xx-xx,1920x1080,55.54
16000,APU,xx-TR-xx,1280x720,6.53
1000,APU,AA-TR-RE,1440x900,8.55
1000,GPU,xx-xx-RE,1440x900,1.33
16000,APU,xx-TR-xx,1920x1080,8.26
4000,GPU,xx-TR-RE,1440x900,6.76
260000,APU,AA-TR-RE,1440x900,249.54
1000,CPU,xx-xx-xx,1280x720,3.09
16000,APU,xx-TR-RE,1280x720,10.47
16000,APU,AA-xx-xx,1440x900,11.28
65000,APU,AA-TR-xx,1280x720,30.34
65000,APU,xx-TR-xx,1440x900,10.06
65000,GPU,AA-xx-xx,1280x720,49.34
4000,APU,AA-xx-xx,1920x1080,9.50
4000,APU,AA-TR-xx,1440x900,11.92
16000,APU,AA-xx-RE,1280x720,19.49
4000,GPU,AA-TR-xx,1920x1080,19.77
4000,GPU,AA-TR-RE,1920x1080,35.68
16000,APU,AA-TR-RE,1440x900,56.53
65000,GPU,AA-xx-RE,1440x900,137.04
1000,APU,xx-xx-RE,1280x720,3.53
65000,APU,AA-xx-RE,1280x720,32.54
260000,CPU,AA-TR-RE,1280x720,402.24
260000,GPU,xx-xx-RE,1440x900,89.56
1000,APU,AA-xx-RE,1920x1080,7.97
260000,APU,AA-TR-xx,1920x1080,92.29
260000,GPU,AA-xx-xx,1920x1080,258.93
260000,APU,xx-xx-xx,1280x720,11.43
260000,CPU,AA-xx-xx,1280x720,182.07
65000,CPU,xx-TR-xx,1440x900,27.81
4000,GPU,AA-xx-RE,1920x1080,19.87
16000,GPU,AA-TR-xx,1440x900,50.28
16000,APU,AA-TR-xx,1920x1080,26.78
4000,APU,AA-xx-xx,1280x720,6.99
4000,APU,xx-TR-RE,1440x900,6.44
16000,CPU,xx-xx-RE,1280x720,10.48
260000,CPU,xx-xx-xx,1280x720,37.50
4000,APU,xx-TR-xx,1920x1080,5.77
16000,GPU,AA-xx-RE,1440x900,54.61
4000,CPU,xx-xx-RE,1920x1080,9.65
1000,CPU,AA-xx-xx,1280x720,15.22
1000,CPU,xx-xx-xx,1280x720,3.11
260000,APU,xx-TR-xx,1440x900,19.35
16000,CPU,xx-TR-RE,1280x720,20.00
65000,APU,AA-xx-xx,1440x900,19.38
1000,GPU,xx-TR-xx,1920x1080,1.62
4000,GPU,xx-xx-RE,1280x720,3.09
4000,CPU,AA-TR-RE,1920x1080,64.17
65000,GPU,xx-xx-RE,1280x720,21.22
1000,APU,AA-TR-RE,1280x720,7.43
16000,CPU,xx-xx-xx,1440x900,10.14
4000,APU,xx-TR-xx,1280x720,4.40
4000,APU,AA-xx-RE,1440x900,12.65
65000,CPU,AA-xx-xx,1280x720,69.56
65000,APU,AA-xx-xx,1440x900,19.06
4000,GPU,xx-xx-xx,1280x720,1.78
65000,CPU,xx-TR-RE,1440x900,47.26
1000,CPU,xx-xx-RE,1920x1080,5.24
16000,GPU,xx-TR-RE,1920x1080,32.36
16000,APU,AA-xx-RE,1920x1080,30.52
4000,CPU,AA-xx-RE,1920x1080,47.65
1000,CPU,AA-xx-xx,1280x720,15.21
260000,CPU,xx-xx-RE,1440x900,61.66
4000,GPU,xx-xx-RE,1280x720,2.88
1000,APU,xx-TR-xx,1280x720,3.70
260000,GPU,xx-xx-xx,1280x720,40.05
1000,CPU,AA-TR-RE,1440x900,24.08
260000,APU,xx-xx-xx,1440x900,13.25
16000,CPU,AA-TR-xx,1440x900,84.62
4000,APU,AA-xx-RE,1280x720,10.59
260000,APU,AA-TR-xx,1440x900,77.65
16000,APU,xx-TR-xx,1920x1080,8.18
65000,CPU,AA-xx-RE,1920x1080,161.39
16000,GPU,AA-xx-RE,1920x1080,64.95
1000,GPU,xx-xx-RE,1280x720,1.22
16000,CPU,xx-TR-xx,1440x900,17.09
16000,APU,AA-TR-xx,1280x720,19.44
260000,APU,xx-xx-RE,1440x900,24.11
260000,CPU,AA-TR-xx,1280x720,253.77
1000,APU,AA-xx-RE,1440x900,7.00
260000,APU,AA-TR-xx,1920x1080,92.67
1000,GPU,xx-xx-xx,1440x900,1.07
260000,APU,AA-xx-RE,1280x720,84.66
1000,CPU,AA-TR-xx,1280x720,18.11
4000,GPU,AA-TR-xx,1440x900,17.39
16000,GPU,xx-TR-xx,1280x720,8.80
1000,APU,xx-TR-RE,1440x900,4.09
4000,APU,xx-xx-xx,1920x1080,4.99
1000,GPU,xx-xx-RE,1440x900,1.47
4000,GPU,xx-TR-RE,1440x900,6.84
4000,CPU,xx-xx-RE,1920x1080,9.59
260000,CPU,AA-xx-RE,1440x900,302.49
260000,APU,AA-xx-xx,1920x1080,54.64
260000,GPU,AA-xx-xx,1280x720,194.63
1000,CPU,AA-TR-xx,1440x900,22.64
4000,GPU,xx-TR-RE,1280x720,5.64
4000,APU,xx-xx-RE,1280x720,4.35
4000,GPU,xx-xx-xx,1920x1080,2.52
1000,APU,xx-xx-xx,1280x720,3.49
16000,CPU,AA-TR-xx,1920x1080,104.16
16000,APU,AA-xx-xx,1440x900,11.38
260000,CPU,AA-TR-xx,1280x720,253.98
1000,CPU,xx-TR-RE,1280x720,3.96
4000,APU,AA-TR-RE,1920x1080,24.72
1000,APU,AA-xx-xx,1920x1080,6.73
4000,CPU,xx-TR-xx,1440x900,8.88
1000,APU,xx-xx-xx,1440x900,4.10
16000,APU,AA-xx-xx,1920x1080,13.66
16000,GPU,AA-xx-RE,1280x720,41.02
4000,APU,xx-xx-RE,1280x720,4.51
260000,GPU,AA-TR-xx,1440x900,372.98
260000,CPU,AA-TR-xx,1280x720,253.70
4000,GPU,AA-TR-RE,1920x1080,35.62
16000,GPU,AA-TR-xx,1440x900,50.24
16000,APU,xx-xx-RE,1920x1080,8.60
4000,CPU,xx-TR-RE,1440x900,10.74
16000,APU,xx-xx-RE,1280x720,6.28
65000,APU,AA-TR-RE,1920x1080,135.85
16000,CPU,xx-xx-RE,1280x720,10.60
4000,CPU,AA-TR-RE,1280x720,40.61
16000,CPU,xx-xx-xx,1440x900,10.12
260000,GPU,AA-TR-RE,1920x1080,1271.99
65000,CPU,AA-xx-xx,1280x720,69.48
4000,CPU,xx-xx-RE,1920x1080,9.61
1000,CPU,AA-xx-xx,1440x900,19.52
4000,CPU,xx-xx-xx,1440x900,6.55
260000,GPU,xx-xx-RE,1280x720,71.83
16000,CPU,AA-xx-RE,1280x720,52.02
1000,GPU,xx-xx-xx,1440x900,1.22
4000,CPU,xx-xx-xx,1280x720,4.93
4000,GPU,AA-TR-xx,1920x1080,19.60
4000,CPU,AA-TR-RE,1280x720,40.68
260000,CPU,xx-xx-RE,1920x1080,74.45
65000,APU,AA-xx-xx,1280x720,15.48
260000,CPU,AA-TR-xx,1440x900,315.00
65000,CPU,xx-xx-xx,1280x720,14.27
4000,CPU,AA-TR-xx,1440x900,44.28
1000,GPU,xx-xx-RE,1920x1080,1.49
260000,GPU,xx-TR-RE,1280x720,170.02
1000,APU,xx-xx-RE,1440x900,3.91
1000,CPU,xx-TR-xx,1920x1080,5.53
16000,CPU,AA-TR-xx,1280x720,65.37
1000,APU,AA-xx-xx,1440x900,6.01
4000,GPU,AA-xx-RE,1440x900,17.53
260000,APU,xx-xx-xx,1920x1080,15.18
260000,APU,xx-TR-RE,1280x720,41.84
260000,APU,xx-xx-RE,1440x900,23.74
1000,CPU,AA-xx-xx,1920x1080,23.87
260000,APU,xx-xx-xx,1280x720,11.81
16000,APU,AA-TR-RE,1440x900,55.79
4000,APU,xx-xx-xx,1440x900,4.24
65000,GPU,AA-xx-xx,1280x720,49.29
1000,CPU,AA-xx-xx,1280x720,15.25
260000,APU,AA-TR-xx,1440x900,76.38
65000,CPU,xx-TR-RE,1280x720,34.79
1000,GPU,xx-xx-xx,1920x1080,1.25
1000,GPU,xx-xx-RE,1280x720,1.27
65000,GPU,xx-TR-RE,1920x1080,92.71
65000,APU,AA-TR-xx,1440x900,36.16
4000,APU,AA-xx-xx,1440x900,8.23
260000,GPU,xx-xx-RE,1440x900,89.25
1000,CPU,xx-xx-xx,1920x1080,4.88
260000,GPU,AA-TR-xx,1440x900,372.28
4000,GPU,xx-TR-RE,1440x900,6.73
4000,CPU,AA-xx-RE,1440x900,38.41
260000,GPU,AA-xx-xx,1440x900,230.42
16000,APU,xx-TR-xx,1280x720,6.28
65000,GPU,AA-TR-xx,1920x1080,137.96
260000,CPU,AA-TR-xx,1920x1080,381.83
260000,APU,xx-xx-RE,1440x900,23.73
260000,GPU,xx-TR-xx,1280x720,65.75
65000,GPU,xx-xx-xx,1440x900,12.46
260000,GPU,xx-xx-RE,1920x1080,103.57
1000,APU,xx-TR-RE,1920x1080,4.54
4000,GPU,xx-xx-xx,1440x900,2.27
1000,CPU,AA-TR-xx,1440x900,22.62
65000,CPU,AA-TR-RE,1920x1080,294.85
65000,GPU,AA-xx-xx,1920x1080,68.74
16000,CPU,AA-xx-RE,1920x1080,90.06
4000,APU,AA-TR-xx,1280x720,10.90
65000,APU,xx-TR-xx,1440x900,10.32
65000,GPU,xx-TR-xx,1440x900,24.65
1000,GPU,xx-xx-xx,1440x900,1.15
65000,GPU,AA-xx-RE,1920x1080,168.36
65000,APU,AA-xx-xx,1280x720,16.39
260000,GPU,AA-TR-xx,1440x900,373.61
4000,GPU,xx-TR-xx,1440x900,3.73
1000,GPU,xx-TR-RE,1440x900,1.78
260000,GPU,xx-xx-xx,1280x720,39.97
1000,CPU,AA-xx-RE,1440x900,20.81
16000,GPU,AA-TR-xx,1280x720,42.29
260000,APU,AA-TR-xx,1280x720,66.66
4000,GPU,AA-xx-xx,1920x1080,11.06
16000,GPU,xx-xx-xx,1440x900,4.38
65000,CPU,xx-xx-xx,1280x720,14.23
4000,GPU,xx-TR-xx,1440x900,3.74
16000,GPU,xx-TR-xx,1440x900,10.23
1000,CPU,xx-xx-xx,1920x1080,5.02
1000,APU,AA-TR-xx,1440x900,7.34
1000,GPU,AA-TR-xx,1920x1080,6.62
1000,GPU,AA-TR-xx,1280x720,5.15
65000,CPU,xx-xx-xx,1440x900,18.20
260000,APU,xx-TR-RE,1440x900,53.11
260000,GPU,AA-xx-xx,1440x900,231.01
16000,GPU,xx-TR-RE,1280x720,22.43
260000,APU,AA-xx-RE,1920x1080,124.93
65000,CPU,xx-TR-RE,1440x900,47.26
65000,GPU,xx-TR-RE,1280x720,57.68
4000,APU,AA-xx-xx,1280x720,6.97
16000,GPU,xx-xx-xx,1920x1080,5.21
16000,APU,xx-TR-RE,1280x720,10.74
260000,GPU,xx-TR-xx,1920x1080,85.63
65000,GPU,AA-xx-xx,1280x720,49.47
260000,CPU,xx-TR-xx,1440x900,63.92
4000,GPU,AA-xx-xx,1440x900,9.45
65000,APU,xx-xx-xx,1440x900,7.04
16000,GPU,AA-xx-RE,1280x720,41.20
1000,GPU,xx-TR-RE,1280x720,1.54
4000,APU,AA-TR-RE,1280x720,17.16
260000,CPU,AA-xx-RE,1280x720,239.31
16000,APU,xx-xx-xx,1440x900,5.17
4000,CPU,xx-xx-RE,1440x900,7.72
65000,GPU,AA-TR-RE,1280x720,284.57
16000,CPU,AA-TR-xx,1440x900,84.48
260000,CPU,AA-TR-xx,1920x1080,383.40
16000,GPU,AA-xx-RE,1920x1080,64.85
65000,GPU,xx-TR-xx,1920x1080,28.06
65000,CPU,xx-TR-RE,1920x1080,59.29
260000,APU,AA-xx-RE,1280x720,84.02
1000,CPU,xx-xx-RE,1280x720,3.35
1000,GPU,AA-xx-RE,1440x900,5.59
65000,APU,xx-xx-RE,1920x1080,13.66
1000,CPU,AA-xx-RE,1440x900,20.79
65000,APU,xx-TR-RE,1280x720,18.42
4000,CPU,xx-xx-xx,1440x900,6.62
65000,GPU,xx-xx-RE,1440x900,28.13
16000,APU,AA-xx-xx,1920x1080,13.89
16000,GPU,xx-xx-xx,1280x720,3.66
4000,APU,AA-TR-xx,1440x900,11.89
16000,CPU,xx-xx-RE,1440x900,14.39
65000,CPU,AA-TR-RE,1920x1080,294.95
4000,CPU,xx-TR-xx,1920x1080,10.83
16000,CPU,xx-xx-RE,1440x900,14.37
1000,CPU,AA-TR-xx,1920x1080,27.17
65000,GPU,xx-xx-xx,1440x900,12.48
1000,CPU,AA-TR-xx,1440x900,22.65
260000,GPU,xx-TR-RE,1920x1080,257.35
65000,GPU,xx-xx-xx,1280x720,10.32
1000,GPU,xx-xx-xx,1920x1080,1.21
1000,GPU,AA-xx-xx,1920x1080,4.72
65000,APU,xx-xx-RE,1440x900,11.25
260000,CPU,xx-xx-RE,1440x900,61.46
1000,CPU,AA-xx-RE,1920x1080,25.30
260000,GPU,xx-xx-RE,1440x900,89.21
260000,APU,AA-xx-xx,1920x1080,55.06
4000,CPU,xx-xx-xx,1280x720,5.00
1000,GPU,xx-xx-RE,1440x900,1.47
65000,GPU,xx-TR-xx,1920x1080,28.14
4000,CPU,xx-xx-RE,1280x720,5.80
16000,APU,AA-TR-xx,1920x1080,26.50
1000,GPU,AA-TR-xx,1440x900,5.99
1000,GPU,xx-TR-RE,1280x720,1.71
1000,APU,xx-TR-xx,1440x900,3.87
65000,CPU,AA-xx-xx,1920x1080,114.10
4000,APU,xx-xx-xx,1280x720,3.95
1000,CPU,xx-TR-RE,1920x1080,5.90
65000,CPU,AA-xx-xx,1920x1080,113.97
65000,GPU,xx-TR-RE,1440x900,76.87
16000,GPU,xx-TR-xx,1280x720,8.80
65000,APU,AA-xx-xx,1920x1080,22.98
1000,APU,xx-xx-xx,1440x900,3.86
260000,CPU,xx-xx-xx,1920x1080,55.71
260000,APU,AA-TR-xx,1920x1080,92.63
260000,APU,xx-TR-RE,1920x1080,65.00
65000,GPU,xx-TR-xx,1920x1080,28.05
4000,CPU,AA-xx-RE,1280x720,28.66
16000,CPU,xx-xx-xx,1920x1080,13.07
16000,APU,xx-xx-xx,1440x900,5.34
1000,APU,xx-TR-RE,1280x720,3.78
260000,APU,xx-TR-RE,1280x720,41.83
16000,GPU,xx-TR-xx,1440x900,10.32
16000,GPU,xx-xx-xx,1440x900,4.39
1000,CPU,AA-TR-RE,1440x900,24.12
1000,CPU,AA-TR-xx,1920x1080,27.36
16000,CPU,AA-xx-xx,1440x900,50.03
65000,APU,xx-xx-xx,1280x720,5.93
16000,APU,AA-TR-RE,1440x900,56.13
1000,CPU,xx-xx-RE,1920x1080,5.23
4000,GPU,AA-TR-xx,1440x900,17.59
4000,GPU,xx-xx-RE,1920x1080,4.38
16000,APU,AA-xx-RE,1440x900,24.47
4000,GPU,AA-TR-RE,1440x900,31.97
4000,CPU,AA-TR-xx,1440x900,44.26
260000,APU,AA-xx-RE,1280x720,84.38
16000,GPU,AA-TR-xx,1280x720,42.12
4000,CPU,AA-xx-xx,1280x720,24.36
1000,CPU,xx-xx-RE,1280x720,3.32
65000,GPU,AA-TR-xx,1440x900,120.81
65000,APU,xx-TR-xx,1920x1080,11.78
65000,GPU,AA-xx-RE,1280x720,103.48
65000,APU,AA-xx-xx,1920x1080,22.70
1000,APU,xx-xx-xx,1920x1080,4.23
260000,GPU,AA-TR-RE,1280x720,838.04
4000,GPU,AA-xx-RE,1440x900,17.47
4000,APU,xx-xx-xx,1920x1080,4.61
4000,GPU,xx-xx-xx,1920x1080,2.58
4000,CPU,AA-xx-xx,1280x720,24.39
16000,APU,xx-xx-RE,1440x900,7.61
16000,CPU,xx-xx-RE,1280x720,10.51
260000,APU,xx-TR-xx,1280x720,16.81
65000,CPU,xx-TR-xx,1280x720,21.41
16000,GPU,xx-xx-RE,1440x900,11.26
16000,GPU,AA-TR-RE,1280x720,109.86
260000,GPU,AA-TR-xx,1920x1080,421.07
16000,GPU,AA-xx-xx,1920x1080,24.50
65000,CPU,AA-TR-xx,1440x900,137.04
65000,CPU,xx-TR-RE,1280x720,34.97
4000,GPU,AA-xx-xx,1440x900,9.47
16000,GPU,AA-TR-RE,1440x900,141.21
65000,GPU,AA-xx-RE,1920x1080,169.01
260000,CPU,xx-xx-xx,1920x1080,55.79
260000,CPU,AA-xx-RE,1280x720,239.21
65000,APU,AA-xx-RE,1920x1080,55.41
260000,CPU,xx-TR-xx,1920x1080,77.53
1000,GPU,AA-xx-RE,1440x900,5.44
65000,GPU,xx-TR-xx,1280x720,20.17
260000,APU,AA-TR-xx,1440x900,76.95
65000,CPU,xx-xx-xx,1280x720,14.13
1000,APU,xx-TR-RE,1920x1080,4.53
1000,GPU,AA-xx-xx,1920x1080,4.60
4000,CPU,xx-xx-xx,1920x1080,8.26
65000,APU,AA-xx-RE,1920x1080,55.09
260000,CPU,AA-TR-xx,1440x900,315.00
65000,CPU,AA-xx-xx,1920x1080,113.93
1000,APU,xx-xx-RE,1440x900,4.14
1000,CPU,xx-xx-RE,1920x1080,5.25
4000,GPU,xx-xx-RE,1440x900,3.87
4000,GPU,AA-TR-RE,1280x720,26.39
16000,CPU,AA-xx-RE,1440x900,70.91
260000,CPU,AA-TR-RE,1920x1080,634.35
1000,CPU,AA-xx-RE,1920x1080,25.43
16000,APU,AA-xx-xx,1920x1080,13.52
260000,CPU,xx-xx-xx,1920x1080,55.41
260000,CPU,xx-TR-xx,1920x1080,77.59
16000,GPU,xx-TR-RE,1920x1080,32.35
1000,CPU,xx-TR-xx,1920x1080,5.58
1000,CPU,xx-TR-xx,1280x720,3.68
260000,GPU,AA-TR-xx,1440x900,372.52
1000,CPU,xx-xx-RE,1920x1080,5.20
4000,GPU,xx-xx-RE,1440x900,3.73
1000,GPU,AA-xx-xx,1280x720,3.38
65000,APU,AA-TR-xx,1440x900,36.11
260000,CPU,AA-xx-RE,1920x1080,365.95
1000,APU,AA-xx-RE,1920x1080,8.08
260000,CPU,xx-TR-xx,1920x1080,77.49
1000,GPU,xx-TR-RE,1440x900,1.89
4000,GPU,xx-TR-RE,1440x900,6.75
1000,APU,xx-xx-RE,1280x720,3.50
260000,CPU,xx-TR-RE,1440x900,103.99
4000,APU,AA-TR-RE,1920x1080,24.31
16000,GPU,xx-xx-xx,1280x720,3.60
4000,GPU,xx-xx-RE,1920x1080,4.41
4000,CPU,AA-xx-RE,1280x720,28.64
16000,GPU,AA-xx-xx,1280x720,16.25
4000,GPU,xx-xx-RE,1920x1080,4.46
4000,APU,AA-xx-RE,1440x900,12.70
1000,GPU,AA-TR-xx,1440x900,6.08
65000,GPU,xx-xx-xx,1280x720,10.24
4000,CPU,AA-xx-xx,1440x900,32.50
65000,APU,AA-xx-xx,1440x900,19.11
65000,GPU,AA-TR-xx,1280x720,98.90
65000,CPU,xx-TR-RE,1440x900,47.25
4000,APU,xx-TR-xx,1280x720,4.68
1000,APU,AA-TR-xx,1440x900,7.30
16000,APU,xx-xx-xx,1920x1080,5.67
65000,GPU,xx-xx-RE,1920x1080,34.21
1000,GPU,AA-xx-xx,1440x900,4.20
1000,APU,xx-TR-xx,1440x900,4.27
260000,APU,AA-TR-xx,1920x1080,92.43
260000,APU,xx-TR-xx,1920x1080,22.62
260000,GPU,AA-xx-RE,1280x720,353.86
16000,CPU,AA-xx-xx,1920x1080,64.76
65000,GPU,AA-TR-RE,1440x900,377.32
260000,GPU,AA-xx-RE,1920x1080,509.94
260000,GPU,xx-TR-xx,1920x1080,85.81
4000,GPU,AA-TR-xx,1920x1080,19.59
4000,CPU,AA-TR-RE,1440x900,53.25
1000,APU,AA-xx-xx,1280x720,5.20
16000,CPU,AA-xx-RE,1280x720,52.17
260000,APU,AA-TR-xx,1280x720,66.92
65000,CPU,AA-TR-xx,1920x1080,172.59
65000,CPU,xx-xx-xx,1920x1080,23.12
16000,CPU,AA-xx-RE,1440x900,71.10
260000,CPU,xx-xx-xx,1920x1080,55.57
65000,GPU,AA-xx-xx,1440x900,60.12
65000,GPU,AA-xx-xx,1920x1080,68.75
260000,APU,xx-TR-xx,1440x900,19.25
1000,GPU,AA-TR-xx,1440x900,6.10
16000,APU,xx-xx-RE,1920x1080,8.65
4000,GPU,AA-TR-xx,1280x720,14.77
65000,CPU,AA-TR-RE,1920x1080,295.12
260000,GPU,AA-TR-RE,1920x1080,1265.41
260000,GPU,AA-xx-xx,1440x900,230.75
4000,GPU,AA-xx-xx,1440x900,9.43
4000,CPU,xx-TR-xx,1920x1080,10.86
260000,APU,xx-xx-RE,1280x720,19.82
4000,APU,AA-xx-xx,1280x720,6.81
65000,APU,AA-TR-xx,1920x1080,44.13
1000,GPU,AA-TR-RE,1280x720,6.66
4000,CPU,xx-TR-xx,1280x720,6.81
65000,APU,AA-TR-xx,1920x1080,43.91
65000,APU,xx-TR-RE,1440x900,24.25
65000,APU,xx-xx-RE,1280x720,9.33
16000,CPU,AA-TR-RE,1440x900,130.28
4000,APU,xx-xx-RE,1280x720,4.63
1000,APU,AA-xx-RE,1440x900,7.21
1000,CPU,xx-xx-xx,1280x720,3.11
4000,GPU,xx-xx-xx,1440x900,2.26
65000,GPU,AA-xx-xx,1920x1080,68.72
1000,GPU,AA-xx-RE,1280x720,4.57
16000,APU,AA-TR-RE,1280x720,43.99
65000,GPU,xx-TR-xx,1440x900,24.58
260000,APU,xx-xx-xx,1440x900,13.30
260000,GPU,xx-xx-xx,1280x720,40.09
1000,GPU,xx-TR-RE,1280x720,1.58
65000,APU,xx-xx-xx,1920x1080,7.51
65000,GPU,xx-xx-xx,1280x720,10.40
4000,APU,xx-TR-RE,1280x720,5.63
4000,APU,xx-xx-RE,1920x1080,5.50
16000,CPU,AA-TR-xx,1440x900,84.46
260000,APU,xx-TR-xx,1920x1080,22.58
4000,APU,xx-xx-RE,1920x1080,5.57
260000,GPU,xx-TR-xx,1440x900,75.46
260000,CPU,xx-TR-xx,1440x900,63.91
16000,GPU,AA-xx-RE,1920x1080,64.80
4000,APU,AA-TR-RE,1920x1080,24.33
1000,GPU,AA-TR-xx,1440x900,6.10
260000,CPU,AA-TR-xx,1440x900,314.99
4000,GPU,AA-xx-RE,1280x720,13.60
16000,GPU,xx-TR-RE,1440x900,28.75
65000,APU,AA-xx-RE,1280x720,33.15
65000,GPU,AA-TR-xx,1280x720,99.12
260000,CPU,xx-TR-xx,1920x1080,77.44
65000,GPU,AA-xx-RE,1280x720,103.56
4000,GPU,AA-xx-RE,1280x720,13.53
4000,APU,AA-TR-xx,1920x1080,13.87
16000,CPU,AA-TR-RE,1280x720,99.36
260000,GPU,xx-xx-xx,1440x900,47.34
260000,APU,AA-xx-xx,1440x900,47.94
1000,CPU,xx-TR-xx,1440x900,4.59
4000,CPU,AA-xx-RE,1440x900,38.40
4000,GPU,xx-TR-RE,1440x900,6.63
1000,APU,AA-xx-xx,1920x1080,6.65
4000,GPU,AA-TR-RE,1920x1080,35.60
1000,APU,xx-TR-xx,1280x720,3.70
4000,CPU,xx-xx-RE,1920x1080,9.65
65000,APU,xx-TR-RE,1280x720,18.47
65000,APU,xx-TR-RE,1920x1080,29.38
4000,APU,xx-xx-RE,1440x900,4.94
1000,APU,xx-xx-RE,1280x720,3.67
16000,APU,xx-xx-RE,1920x1080,8.77
16000,GPU,AA-TR-xx,1280x720,42.09
4000,GPU,xx-xx-RE,1280x720,3.05
260000,CPU,xx-xx-xx,1280x720,37.46
1000,APU,AA-TR-RE,1280x720,7.34
4000,CPU,AA-TR-xx,1920x1080,53.78
4000,CPU,xx-TR-RE,1440x900,10.78
16000,APU,AA-TR-xx,1440x900,22.71
260000,CPU,xx-xx-xx,1440x900,46.53
1000,GPU,AA-xx-RE,1920x1080,5.99
1000,APU,AA-xx-xx,1440x900,5.97
260000,GPU,xx-TR-xx,1280x720,65.88
260000,GPU,xx-TR-xx,1920x1080,85.56
16000,CPU,xx-TR-RE,1920x1080,31.40
65000,GPU,xx-xx-xx,1280x720,10.29
1000,GPU,xx-TR-RE,1440x900,1.88
65000,APU,AA-TR-RE,1280x720,83.30
260000,APU,xx-xx-RE,1920x1080,28.11
65000,GPU,AA-xx-xx,1440x900,59.85
16000,APU,AA-xx-RE,1440x900,24.74
260000,APU,xx-TR-RE,1280x720,42.28
16000,APU,xx-xx-RE,1920x1080,8.54
65000,APU,AA-xx-RE,1920x1080,55.40
260000,APU,xx-TR-RE,1440x900,53.21
4000,APU,xx-TR-xx,1440x900,5.12
4000,APU,AA-xx-RE,1280x720,10.57
16000,GPU,xx-TR-RE,1440x900,28.71
65000,GPU,AA-TR-xx,1440x900,120.93
260000,GPU,xx-TR-RE,1440x900,213.13
1000,GPU,AA-TR-RE,1920x1080,8.21
1000,CPU,AA-xx-RE,1440x900,20.84
1000,APU,xx-TR-xx,1440x900,4.01
16000,APU,AA-xx-RE,1920x1080,30.58
65000,APU,AA-xx-RE,1280x720,32.92
260000,CPU,AA-xx-xx,1280x720,182.11
65000,CPU,xx-xx-RE,1280x720,19.15
4000,APU,xx-TR-RE,1920x1080,7.32
1000,CPU,xx-TR-RE,1440x900,4.88
4000,APU,AA-xx-RE,1280x720,10.58
260000,GPU,AA-xx-xx,1280x720,193.80
